Store,log(CompetitionDistiance),Promo,Promo2,SchoolHoliday,StoreType,Assortment,StateHoliday,DayOfWeek,Month,Day,Year,WeekOfYear,CompetitionOpen,Promo2Open,IsPromo2Month,Id
268,8.41648848729,0,0,0,1,1,0,6,9,6,2015,36,19.0,0.0,0,9622
268,8.41648848729,0,0,0,1,1,0,5,9,5,2015,36,19.0,0.0,0,10478
268,8.41648848729,1,0,0,1,1,0,4,9,4,2015,36,19.0,0.0,0,11334
268,8.41648848729,1,0,0,1,1,0,3,9,3,2015,36,19.0,0.0,0,12190
268,8.41648848729,1,0,1,1,1,0,2,9,2,2015,36,19.0,0.0,0,13046
268,8.41648848729,1,0,1,1,1,0,1,9,1,2015,36,19.0,0.0,0,13902
268,8.41648848729,1,0,1,1,1,0,0,8,31,2015,36,18.0,0.0,0,14758
268,8.41648848729,0,0,1,1,1,0,6,8,30,2015,35,18.0,0.0,0,15614
268,8.41648848729,0,0,1,1,1,0,5,8,29,2015,35,18.0,0.0,0,16470
268,8.41648848729,0,0,1,1,1,0,4,8,28,2015,35,18.0,0.0,0,17326
268,8.41648848729,0,0,1,1,1,0,3,8,27,2015,35,18.0,0.0,0,18182
268,8.41648848729,0,0,1,1,1,0,2,8,26,2015,35,18.0,0.0,0,19038
268,8.41648848729,0,0,1,1,1,0,1,8,25,2015,35,18.0,0.0,0,19894
268,8.41648848729,0,0,1,1,1,0,0,8,24,2015,35,18.0,0.0,0,20750
268,8.41648848729,0,0,1,1,1,0,6,8,23,2015,34,18.0,0.0,0,21606
268,8.41648848729,0,0,1,1,1,0,5,8,22,2015,34,18.0,0.0,0,22462
268,8.41648848729,1,0,1,1,1,0,4,8,21,2015,34,18.0,0.0,0,23318
268,8.41648848729,1,0,1,1,1,0,3,8,20,2015,34,18.0,0.0,0,24174
268,8.41648848729,1,0,1,1,1,0,2,8,19,2015,34,18.0,0.0,0,25030
268,8.41648848729,1,0,1,1,1,0,1,8,18,2015,34,18.0,0.0,0,25886
268,8.41648848729,1,0,1,1,1,0,0,8,17,2015,34,18.0,0.0,0,26742
268,8.41648848729,0,0,1,1,1,0,6,8,16,2015,33,18.0,0.0,0,27598
268,8.41648848729,0,0,1,1,1,0,5,8,15,2015,33,18.0,0.0,0,28454
268,8.41648848729,0,0,1,1,1,0,4,8,14,2015,33,18.0,0.0,0,29310
268,8.41648848729,0,0,1,1,1,0,3,8,13,2015,33,18.0,0.0,0,30166
268,8.41648848729,0,0,1,1,1,0,2,8,12,2015,33,18.0,0.0,0,31022
268,8.41648848729,0,0,1,1,1,0,1,8,11,2015,33,18.0,0.0,0,31878
268,8.41648848729,0,0,1,1,1,0,0,8,10,2015,33,18.0,0.0,0,32734
268,8.41648848729,0,0,1,1,1,0,6,8,9,2015,32,18.0,0.0,0,33590
268,8.41648848729,0,0,1,1,1,0,5,8,8,2015,32,18.0,0.0,0,34446
268,8.41648848729,1,0,1,1,1,0,4,8,7,2015,32,18.0,0.0,0,35302
268,8.41648848729,1,0,1,1,1,0,3,8,6,2015,32,18.0,0.0,0,36158
268,8.41648848729,1,0,1,1,1,0,2,8,5,2015,32,18.0,0.0,0,37014
268,8.41648848729,1,0,1,1,1,0,1,8,4,2015,32,18.0,0.0,0,37870
268,8.41648848729,1,0,1,1,1,0,0,8,3,2015,32,18.0,0.0,0,38726
268,8.41648848729,0,0,1,1,1,0,6,8,2,2015,31,18.0,0.0,0,39582
268,8.41648848729,0,0,1,1,1,0,5,8,1,2015,31,18.0,0.0,0,40438
269,4.11087386417,1,0,0,1,3,0,3,9,17,2015,38,3.0,0.0,0,207
269,4.11087386417,1,0,0,1,3,0,2,9,16,2015,38,3.0,0.0,0,1063
269,4.11087386417,1,0,0,1,3,0,1,9,15,2015,38,3.0,0.0,0,1919
269,4.11087386417,1,0,0,1,3,0,0,9,14,2015,38,3.0,0.0,0,2775
269,4.11087386417,0,0,0,1,3,0,6,9,13,2015,37,3.0,0.0,0,3631
269,4.11087386417,0,0,0,1,3,0,5,9,12,2015,37,3.0,0.0,0,4487
269,4.11087386417,0,0,0,1,3,0,4,9,11,2015,37,3.0,0.0,0,5343
269,4.11087386417,0,0,0,1,3,0,3,9,10,2015,37,3.0,0.0,0,6199
269,4.11087386417,0,0,0,1,3,0,2,9,9,2015,37,3.0,0.0,0,7055
269,4.11087386417,0,0,0,1,3,0,1,9,8,2015,37,3.0,0.0,0,7911
269,4.11087386417,0,0,0,1,3,0,0,9,7,2015,37,3.0,0.0,0,8767
269,4.11087386417,0,0,0,1,3,0,6,9,6,2015,36,3.0,0.0,0,9623
269,4.11087386417,0,0,0,1,3,0,5,9,5,2015,36,3.0,0.0,0,10479
269,4.11087386417,1,0,0,1,3,0,4,9,4,2015,36,3.0,0.0,0,11335
269,4.11087386417,1,0,0,1,3,0,3,9,3,2015,36,3.0,0.0,0,12191
269,4.11087386417,1,0,0,1,3,0,2,9,2,2015,36,3.0,0.0,0,13047
269,4.11087386417,1,0,0,1,3,0,1,9,1,2015,36,3.0,0.0,0,13903
269,4.11087386417,1,0,0,1,3,0,0,8,31,2015,36,2.0,0.0,0,14759
269,4.11087386417,0,0,0,1,3,0,6,8,30,2015,35,2.0,0.0,0,15615
269,4.11087386417,0,0,0,1,3,0,5,8,29,2015,35,2.0,0.0,0,16471
269,4.11087386417,0,0,0,1,3,0,4,8,28,2015,35,2.0,0.0,0,17327
269,4.11087386417,0,0,0,1,3,0,3,8,27,2015,35,2.0,0.0,0,18183
269,4.11087386417,0,0,0,1,3,0,2,8,26,2015,35,2.0,0.0,0,19039
269,4.11087386417,0,0,0,1,3,0,1,8,25,2015,35,2.0,0.0,0,19895
269,4.11087386417,0,0,0,1,3,0,0,8,24,2015,35,2.0,0.0,0,20751
269,4.11087386417,0,0,0,1,3,0,6,8,23,2015,34,2.0,0.0,0,21607
269,4.11087386417,0,0,0,1,3,0,5,8,22,2015,34,2.0,0.0,0,22463
269,4.11087386417,1,0,0,1,3,0,4,8,21,2015,34,2.0,0.0,0,23319
269,4.11087386417,1,0,0,1,3,0,3,8,20,2015,34,2.0,0.0,0,24175
269,4.11087386417,1,0,0,1,3,0,2,8,19,2015,34,2.0,0.0,0,25031
269,4.11087386417,1,0,0,1,3,0,1,8,18,2015,34,2.0,0.0,0,25887
269,4.11087386417,1,0,0,1,3,0,0,8,17,2015,34,2.0,0.0,0,26743
269,4.11087386417,0,0,0,1,3,0,6,8,16,2015,33,2.0,0.0,0,27599
269,4.11087386417,0,0,0,1,3,0,5,8,15,2015,33,2.0,0.0,0,28455
269,4.11087386417,0,0,0,1,3,0,4,8,14,2015,33,2.0,0.0,0,29311
269,4.11087386417,0,0,0,1,3,0,3,8,13,2015,33,2.0,0.0,0,30167
269,4.11087386417,0,0,0,1,3,0,2,8,12,2015,33,2.0,0.0,0,31023
269,4.11087386417,0,0,1,1,3,0,1,8,11,2015,33,2.0,0.0,0,31879
269,4.11087386417,0,0,1,1,3,0,0,8,10,2015,33,2.0,0.0,0,32735
269,4.11087386417,0,0,0,1,3,0,6,8,9,2015,32,2.0,0.0,0,33591
269,4.11087386417,0,0,0,1,3,0,5,8,8,2015,32,2.0,0.0,0,34447
269,4.11087386417,1,0,1,1,3,0,4,8,7,2015,32,2.0,0.0,0,35303
269,4.11087386417,1,0,1,1,3,0,3,8,6,2015,32,2.0,0.0,0,36159
269,4.11087386417,1,0,1,1,3,0,2,8,5,2015,32,2.0,0.0,0,37015
269,4.11087386417,1,0,1,1,3,0,1,8,4,2015,32,2.0,0.0,0,37871
269,4.11087386417,1,0,1,1,3,0,0,8,3,2015,32,2.0,0.0,0,38727
269,4.11087386417,0,0,0,1,3,0,6,8,2,2015,31,2.0,0.0,0,39583
269,4.11087386417,0,0,0,1,3,0,5,8,1,2015,31,2.0,0.0,0,40439
272,9.6915929934,1,1,0,1,1,0,3,9,17,2015,38,146.0,54.0,0,208
272,9.6915929934,1,1,0,1,1,0,2,9,16,2015,38,146.0,54.0,0,1064
272,9.6915929934,1,1,0,1,1,0,1,9,15,2015,38,146.0,54.0,0,1920
272,9.6915929934,1,1,0,1,1,0,0,9,14,2015,38,146.0,54.0,0,2776
272,9.6915929934,0,1,0,1,1,0,6,9,13,2015,37,146.0,53.75,0,3632
272,9.6915929934,0,1,0,1,1,0,5,9,12,2015,37,146.0,53.75,0,4488
272,9.6915929934,0,1,0,1,1,0,4,9,11,2015,37,146.0,53.75,0,5344
272,9.6915929934,0,1,0,1,1,0,3,9,10,2015,37,146.0,53.75,0,6200
272,9.6915929934,0,1,0,1,1,0,2,9,9,2015,37,146.0,53.75,0,7056
272,9.6915929934,0,1,0,1,1,0,1,9,8,2015,37,146.0,53.75,0,7912
272,9.6915929934,0,1,0,1,1,0,0,9,7,2015,37,146.0,53.75,0,8768
272,9.6915929934,0,1,0,1,1,0,6,9,6,2015,36,146.0,53.5,0,9624
272,9.6915929934,0,1,0,1,1,0,5,9,5,2015,36,146.0,53.5,0,10480
272,9.6915929934,1,1,1,1,1,0,4,9,4,2015,36,146.0,53.5,0,11336
272,9.6915929934,1,1,1,1,1,0,3,9,3,2015,36,146.0,53.5,0,12192
272,9.6915929934,1,1,1,1,1,0,2,9,2,2015,36,146.0,53.5,0,13048
272,9.6915929934,1,1,1,1,1,0,1,9,1,2015,36,146.0,53.5,0,13904
272,9.6915929934,1,1,1,1,1,0,0,8,31,2015,36,145.0,53.5,0,14760
272,9.6915929934,0,1,1,1,1,0,6,8,30,2015,35,145.0,53.25,0,15616
272,9.6915929934,0,1,1,1,1,0,5,8,29,2015,35,145.0,53.25,0,16472
272,9.6915929934,0,1,1,1,1,0,4,8,28,2015,35,145.0,53.25,0,17328
272,9.6915929934,0,1,1,1,1,0,3,8,27,2015,35,145.0,53.25,0,18184
272,9.6915929934,0,1,1,1,1,0,2,8,26,2015,35,145.0,53.25,0,19040
272,9.6915929934,0,1,1,1,1,0,1,8,25,2015,35,145.0,53.25,0,19896
272,9.6915929934,0,1,1,1,1,0,0,8,24,2015,35,145.0,53.25,0,20752
272,9.6915929934,0,1,1,1,1,0,6,8,23,2015,34,145.0,53.0,0,21608
272,9.6915929934,0,1,1,1,1,0,5,8,22,2015,34,145.0,53.0,0,22464
272,9.6915929934,1,1,1,1,1,0,4,8,21,2015,34,145.0,53.0,0,23320
272,9.6915929934,1,1,1,1,1,0,3,8,20,2015,34,145.0,53.0,0,24176
272,9.6915929934,1,1,1,1,1,0,2,8,19,2015,34,145.0,53.0,0,25032
272,9.6915929934,1,1,1,1,1,0,1,8,18,2015,34,145.0,53.0,0,25888
272,9.6915929934,1,1,1,1,1,0,0,8,17,2015,34,145.0,53.0,0,26744
272,9.6915929934,0,1,1,1,1,0,6,8,16,2015,33,145.0,52.75,0,27600
272,9.6915929934,0,1,1,1,1,0,5,8,15,2015,33,145.0,52.75,0,28456
272,9.6915929934,0,1,1,1,1,0,4,8,14,2015,33,145.0,52.75,0,29312
272,9.6915929934,0,1,1,1,1,0,3,8,13,2015,33,145.0,52.75,0,30168
272,9.6915929934,0,1,1,1,1,0,2,8,12,2015,33,145.0,52.75,0,31024
272,9.6915929934,0,1,1,1,1,0,1,8,11,2015,33,145.0,52.75,0,31880
272,9.6915929934,0,1,1,1,1,0,0,8,10,2015,33,145.0,52.75,0,32736
272,9.6915929934,0,1,1,1,1,0,6,8,9,2015,32,145.0,52.5,0,33592
272,9.6915929934,0,1,1,1,1,0,5,8,8,2015,32,145.0,52.5,0,34448
272,9.6915929934,1,1,1,1,1,0,4,8,7,2015,32,145.0,52.5,0,35304
272,9.6915929934,1,1,1,1,1,0,3,8,6,2015,32,145.0,52.5,0,36160
272,9.6915929934,1,1,1,1,1,0,2,8,5,2015,32,145.0,52.5,0,37016
272,9.6915929934,1,1,1,1,1,0,1,8,4,2015,32,145.0,52.5,0,37872
272,9.6915929934,1,1,1,1,1,0,0,8,3,2015,32,145.0,52.5,0,38728
272,9.6915929934,0,1,1,1,1,0,6,8,2,2015,31,145.0,52.25,0,39584
272,9.6915929934,0,1,1,1,1,0,5,8,1,2015,31,145.0,52.25,0,40440
273,9.04558364636,1,0,0,1,3,0,3,9,17,2015,38,0.0,0.0,0,209
273,9.04558364636,1,0,0,1,3,0,2,9,16,2015,38,0.0,0.0,0,1065
273,9.04558364636,1,0,0,1,3,0,1,9,15,2015,38,0.0,0.0,0,1921
273,9.04558364636,1,0,0,1,3,0,0,9,14,2015,38,0.0,0.0,0,2777
273,9.04558364636,0,0,0,1,3,0,6,9,13,2015,37,0.0,0.0,0,3633
273,9.04558364636,0,0,0,1,3,0,5,9,12,2015,37,0.0,0.0,0,4489
273,9.04558364636,0,0,0,1,3,0,4,9,11,2015,37,0.0,0.0,0,5345
273,9.04558364636,0,0,0,1,3,0,3,9,10,2015,37,0.0,0.0,0,6201
273,9.04558364636,0,0,0,1,3,0,2,9,9,2015,37,0.0,0.0,0,7057
273,9.04558364636,0,0,0,1,3,0,1,9,8,2015,37,0.0,0.0,0,7913
273,9.04558364636,0,0,0,1,3,0,0,9,7,2015,37,0.0,0.0,0,8769
273,9.04558364636,0,0,0,1,3,0,6,9,6,2015,36,0.0,0.0,0,9625
273,9.04558364636,0,0,0,1,3,0,5,9,5,2015,36,0.0,0.0,0,10481
273,9.04558364636,1,0,0,1,3,0,4,9,4,2015,36,0.0,0.0,0,11337
273,9.04558364636,1,0,0,1,3,0,3,9,3,2015,36,0.0,0.0,0,12193
273,9.04558364636,1,0,0,1,3,0,2,9,2,2015,36,0.0,0.0,0,13049
273,9.04558364636,1,0,0,1,3,0,1,9,1,2015,36,0.0,0.0,0,13905
273,9.04558364636,1,0,0,1,3,0,0,8,31,2015,36,0.0,0.0,0,14761
273,9.04558364636,0,0,0,1,3,0,6,8,30,2015,35,0.0,0.0,0,15617
273,9.04558364636,0,0,0,1,3,0,5,8,29,2015,35,0.0,0.0,0,16473
273,9.04558364636,0,0,0,1,3,0,4,8,28,2015,35,0.0,0.0,0,17329
273,9.04558364636,0,0,0,1,3,0,3,8,27,2015,35,0.0,0.0,0,18185
273,9.04558364636,0,0,0,1,3,0,2,8,26,2015,35,0.0,0.0,0,19041
273,9.04558364636,0,0,0,1,3,0,1,8,25,2015,35,0.0,0.0,0,19897
273,9.04558364636,0,0,0,1,3,0,0,8,24,2015,35,0.0,0.0,0,20753
273,9.04558364636,0,0,0,1,3,0,6,8,23,2015,34,0.0,0.0,0,21609
273,9.04558364636,0,0,0,1,3,0,5,8,22,2015,34,0.0,0.0,0,22465
273,9.04558364636,1,0,0,1,3,0,4,8,21,2015,34,0.0,0.0,0,23321
273,9.04558364636,1,0,0,1,3,0,3,8,20,2015,34,0.0,0.0,0,24177
273,9.04558364636,1,0,0,1,3,0,2,8,19,2015,34,0.0,0.0,0,25033
273,9.04558364636,1,0,0,1,3,0,1,8,18,2015,34,0.0,0.0,0,25889
273,9.04558364636,1,0,0,1,3,0,0,8,17,2015,34,0.0,0.0,0,26745
273,9.04558364636,0,0,0,1,3,0,6,8,16,2015,33,0.0,0.0,0,27601
273,9.04558364636,0,0,0,1,3,0,5,8,15,2015,33,0.0,0.0,0,28457
273,9.04558364636,0,0,0,1,3,0,4,8,14,2015,33,0.0,0.0,0,29313
273,9.04558364636,0,0,0,1,3,0,3,8,13,2015,33,0.0,0.0,0,30169
273,9.04558364636,0,0,0,1,3,0,2,8,12,2015,33,0.0,0.0,0,31025
273,9.04558364636,0,0,1,1,3,0,1,8,11,2015,33,0.0,0.0,0,31881
273,9.04558364636,0,0,1,1,3,0,0,8,10,2015,33,0.0,0.0,0,32737
273,9.04558364636,0,0,0,1,3,0,6,8,9,2015,32,0.0,0.0,0,33593
273,9.04558364636,0,0,0,1,3,0,5,8,8,2015,32,0.0,0.0,0,34449
273,9.04558364636,1,0,1,1,3,0,4,8,7,2015,32,0.0,0.0,0,35305
273,9.04558364636,1,0,1,1,3,0,3,8,6,2015,32,0.0,0.0,0,36161
273,9.04558364636,1,0,1,1,3,0,2,8,5,2015,32,0.0,0.0,0,37017
273,9.04558364636,1,0,1,1,3,0,1,8,4,2015,32,0.0,0.0,0,37873
273,9.04558364636,1,0,1,1,3,0,0,8,3,2015,32,0.0,0.0,0,38729
273,9.04558364636,0,0,0,1,3,0,6,8,2,2015,31,0.0,0.0,0,39585
273,9.04558364636,0,0,0,1,3,0,5,8,1,2015,31,0.0,0.0,0,40441
274,8.20001364818,1,1,0,2,2,0,3,9,17,2015,38,0.0,31.0,0,210
274,8.20001364818,1,1,0,2,2,0,2,9,16,2015,38,0.0,31.0,0,1066
274,8.20001364818,1,1,0,2,2,0,1,9,15,2015,38,0.0,31.0,0,1922
274,8.20001364818,1,1,0,2,2,0,0,9,14,2015,38,0.0,31.0,0,2778
274,8.20001364818,0,1,0,2,2,0,6,9,13,2015,37,0.0,30.75,0,3634
274,8.20001364818,0,1,0,2,2,0,5,9,12,2015,37,0.0,30.75,0,4490
274,8.20001364818,0,1,0,2,2,0,4,9,11,2015,37,0.0,30.75,0,5346
274,8.20001364818,0,1,0,2,2,0,3,9,10,2015,37,0.0,30.75,0,6202
274,8.20001364818,0,1,0,2,2,0,2,9,9,2015,37,0.0,30.75,0,7058
274,8.20001364818,0,1,0,2,2,0,1,9,8,2015,37,0.0,30.75,0,7914
274,8.20001364818,0,1,0,2,2,0,0,9,7,2015,37,0.0,30.75,0,8770
274,8.20001364818,0,1,0,2,2,0,6,9,6,2015,36,0.0,30.5,0,9626
274,8.20001364818,0,1,0,2,2,0,5,9,5,2015,36,0.0,30.5,0,10482
274,8.20001364818,1,1,1,2,2,0,4,9,4,2015,36,0.0,30.5,0,11338
274,8.20001364818,1,1,1,2,2,0,3,9,3,2015,36,0.0,30.5,0,12194
274,8.20001364818,1,1,1,2,2,0,2,9,2,2015,36,0.0,30.5,0,13050
274,8.20001364818,1,1,1,2,2,0,1,9,1,2015,36,0.0,30.5,0,13906
274,8.20001364818,1,1,1,2,2,0,0,8,31,2015,36,0.0,30.5,0,14762
274,8.20001364818,0,1,1,2,2,0,6,8,30,2015,35,0.0,30.25,0,15618
274,8.20001364818,0,1,1,2,2,0,5,8,29,2015,35,0.0,30.25,0,16474
274,8.20001364818,0,1,1,2,2,0,4,8,28,2015,35,0.0,30.25,0,17330
274,8.20001364818,0,1,1,2,2,0,3,8,27,2015,35,0.0,30.25,0,18186
274,8.20001364818,0,1,1,2,2,0,2,8,26,2015,35,0.0,30.25,0,19042
274,8.20001364818,0,1,1,2,2,0,1,8,25,2015,35,0.0,30.25,0,19898
274,8.20001364818,0,1,1,2,2,0,0,8,24,2015,35,0.0,30.25,0,20754
274,8.20001364818,0,1,1,2,2,0,6,8,23,2015,34,0.0,30.0,0,21610
274,8.20001364818,0,1,1,2,2,0,5,8,22,2015,34,0.0,30.0,0,22466
274,8.20001364818,1,1,1,2,2,0,4,8,21,2015,34,0.0,30.0,0,23322
274,8.20001364818,1,1,1,2,2,0,3,8,20,2015,34,0.0,30.0,0,24178
274,8.20001364818,1,1,1,2,2,0,2,8,19,2015,34,0.0,30.0,0,25034
274,8.20001364818,1,1,1,2,2,0,1,8,18,2015,34,0.0,30.0,0,25890
274,8.20001364818,1,1,1,2,2,0,0,8,17,2015,34,0.0,30.0,0,26746
274,8.20001364818,0,1,1,2,2,0,6,8,16,2015,33,0.0,29.75,0,27602
274,8.20001364818,0,1,1,2,2,0,5,8,15,2015,33,0.0,29.75,0,28458
274,8.20001364818,0,1,1,2,2,0,4,8,14,2015,33,0.0,29.75,0,29314
274,8.20001364818,0,1,1,2,2,0,3,8,13,2015,33,0.0,29.75,0,30170
274,8.20001364818,0,1,1,2,2,0,2,8,12,2015,33,0.0,29.75,0,31026
274,8.20001364818,0,1,1,2,2,0,1,8,11,2015,33,0.0,29.75,0,31882
274,8.20001364818,0,1,1,2,2,0,0,8,10,2015,33,0.0,29.75,0,32738
274,8.20001364818,0,1,1,2,2,0,6,8,9,2015,32,0.0,29.5,0,33594
274,8.20001364818,0,1,1,2,2,0,5,8,8,2015,32,0.0,29.5,0,34450
274,8.20001364818,1,1,1,2,2,0,4,8,7,2015,32,0.0,29.5,0,35306
274,8.20001364818,1,1,1,2,2,0,3,8,6,2015,32,0.0,29.5,0,36162
274,8.20001364818,1,1,1,2,2,0,2,8,5,2015,32,0.0,29.5,0,37018
274,8.20001364818,1,1,1,2,2,0,1,8,4,2015,32,0.0,29.5,0,37874
274,8.20001364818,1,1,1,2,2,0,0,8,3,2015,32,0.0,29.5,0,38730
274,8.20001364818,0,1,1,2,2,0,6,8,2,2015,31,0.0,29.25,0,39586
274,8.20001364818,0,1,1,2,2,0,5,8,1,2015,31,0.0,29.25,0,40442
275,5.70711026475,1,1,0,4,1,0,3,9,17,2015,38,16.0,11.5,0,211
275,5.70711026475,1,1,0,4,1,0,2,9,16,2015,38,16.0,11.5,0,1067
275,5.70711026475,1,1,0,4,1,0,1,9,15,2015,38,16.0,11.5,0,1923
275,5.70711026475,1,1,1,4,1,0,0,9,14,2015,38,16.0,11.5,0,2779
275,5.70711026475,0,1,0,4,1,0,6,9,13,2015,37,16.0,11.25,0,3635
275,5.70711026475,0,1,0,4,1,0,5,9,12,2015,37,16.0,11.25,0,4491
275,5.70711026475,0,1,1,4,1,0,4,9,11,2015,37,16.0,11.25,0,5347
275,5.70711026475,0,1,1,4,1,0,3,9,10,2015,37,16.0,11.25,0,6203
275,5.70711026475,0,1,1,4,1,0,2,9,9,2015,37,16.0,11.25,0,7059
275,5.70711026475,0,1,1,4,1,0,1,9,8,2015,37,16.0,11.25,0,7915
275,5.70711026475,0,1,1,4,1,0,0,9,7,2015,37,16.0,11.25,0,8771
275,5.70711026475,0,1,0,4,1,0,6,9,6,2015,36,16.0,11.0,0,9627
275,5.70711026475,0,1,0,4,1,0,5,9,5,2015,36,16.0,11.0,0,10483
275,5.70711026475,1,1,1,4,1,0,4,9,4,2015,36,16.0,11.0,0,11339
275,5.70711026475,1,1,1,4,1,0,3,9,3,2015,36,16.0,11.0,0,12195
275,5.70711026475,1,1,1,4,1,0,2,9,2,2015,36,16.0,11.0,0,13051
275,5.70711026475,1,1,1,4,1,0,1,9,1,2015,36,16.0,11.0,0,13907
275,5.70711026475,1,1,1,4,1,0,0,8,31,2015,36,15.0,11.0,0,14763
275,5.70711026475,0,1,0,4,1,0,6,8,30,2015,35,15.0,10.75,0,15619
275,5.70711026475,0,1,0,4,1,0,5,8,29,2015,35,15.0,10.75,0,16475
275,5.70711026475,0,1,1,4,1,0,4,8,28,2015,35,15.0,10.75,0,17331
275,5.70711026475,0,1,1,4,1,0,3,8,27,2015,35,15.0,10.75,0,18187
275,5.70711026475,0,1,1,4,1,0,2,8,26,2015,35,15.0,10.75,0,19043
275,5.70711026475,0,1,1,4,1,0,1,8,25,2015,35,15.0,10.75,0,19899
275,5.70711026475,0,1,1,4,1,0,0,8,24,2015,35,15.0,10.75,0,20755
275,5.70711026475,0,1,0,4,1,0,6,8,23,2015,34,15.0,10.5,0,21611
275,5.70711026475,0,1,0,4,1,0,5,8,22,2015,34,15.0,10.5,0,22467
275,5.70711026475,1,1,1,4,1,0,4,8,21,2015,34,15.0,10.5,0,23323
275,5.70711026475,1,1,1,4,1,0,3,8,20,2015,34,15.0,10.5,0,24179
275,5.70711026475,1,1,1,4,1,0,2,8,19,2015,34,15.0,10.5,0,25035
275,5.70711026475,1,1,1,4,1,0,1,8,18,2015,34,15.0,10.5,0,25891
275,5.70711026475,1,1,1,4,1,0,0,8,17,2015,34,15.0,10.5,0,26747
275,5.70711026475,0,1,0,4,1,0,6,8,16,2015,33,15.0,10.25,0,27603
275,5.70711026475,0,1,0,4,1,1,5,8,15,2015,33,15.0,10.25,0,28459
275,5.70711026475,0,1,1,4,1,0,4,8,14,2015,33,15.0,10.25,0,29315
275,5.70711026475,0,1,1,4,1,0,3,8,13,2015,33,15.0,10.25,0,30171
275,5.70711026475,0,1,1,4,1,0,2,8,12,2015,33,15.0,10.25,0,31027
275,5.70711026475,0,1,1,4,1,0,1,8,11,2015,33,15.0,10.25,0,31883
275,5.70711026475,0,1,1,4,1,0,0,8,10,2015,33,15.0,10.25,0,32739
275,5.70711026475,0,1,0,4,1,0,6,8,9,2015,32,15.0,10.0,0,33595
275,5.70711026475,0,1,0,4,1,0,5,8,8,2015,32,15.0,10.0,0,34451
275,5.70711026475,1,1,1,4,1,0,4,8,7,2015,32,15.0,10.0,0,35307
275,5.70711026475,1,1,1,4,1,0,3,8,6,2015,32,15.0,10.0,0,36163
275,5.70711026475,1,1,1,4,1,0,2,8,5,2015,32,15.0,10.0,0,37019
275,5.70711026475,1,1,1,4,1,0,1,8,4,2015,32,15.0,10.0,0,37875
275,5.70711026475,1,1,1,4,1,0,0,8,3,2015,32,15.0,10.0,0,38731
275,5.70711026475,0,1,0,4,1,0,6,8,2,2015,31,15.0,9.75,0,39587
275,5.70711026475,0,1,0,4,1,0,5,8,1,2015,31,15.0,9.75,0,40443
277,8.96712165623,1,1,0,4,3,0,3,9,17,2015,38,0.0,73.75,0,212
277,8.96712165623,1,1,0,4,3,0,2,9,16,2015,38,0.0,73.75,0,1068
277,8.96712165623,1,1,0,4,3,0,1,9,15,2015,38,0.0,73.75,0,1924
277,8.96712165623,1,1,1,4,3,0,0,9,14,2015,38,0.0,73.75,0,2780
277,8.96712165623,0,1,0,4,3,0,6,9,13,2015,37,0.0,73.5,0,3636
277,8.96712165623,0,1,0,4,3,0,5,9,12,2015,37,0.0,73.5,0,4492
277,8.96712165623,0,1,1,4,3,0,4,9,11,2015,37,0.0,73.5,0,5348
277,8.96712165623,0,1,1,4,3,0,3,9,10,2015,37,0.0,73.5,0,6204
277,8.96712165623,0,1,1,4,3,0,2,9,9,2015,37,0.0,73.5,0,7060
277,8.96712165623,0,1,1,4,3,0,1,9,8,2015,37,0.0,73.5,0,7916
277,8.96712165623,0,1,1,4,3,0,0,9,7,2015,37,0.0,73.5,0,8772
277,8.96712165623,0,1,0,4,3,0,6,9,6,2015,36,0.0,73.25,0,9628
277,8.96712165623,0,1,0,4,3,0,5,9,5,2015,36,0.0,73.25,0,10484
277,8.96712165623,1,1,1,4,3,0,4,9,4,2015,36,0.0,73.25,0,11340
277,8.96712165623,1,1,1,4,3,0,3,9,3,2015,36,0.0,73.25,0,12196
277,8.96712165623,1,1,1,4,3,0,2,9,2,2015,36,0.0,73.25,0,13052
277,8.96712165623,1,1,1,4,3,0,1,9,1,2015,36,0.0,73.25,0,13908
277,8.96712165623,1,1,1,4,3,0,0,8,31,2015,36,0.0,73.25,1,14764
277,8.96712165623,0,1,0,4,3,0,6,8,30,2015,35,0.0,73.0,1,15620
277,8.96712165623,0,1,0,4,3,0,5,8,29,2015,35,0.0,73.0,1,16476
277,8.96712165623,0,1,1,4,3,0,4,8,28,2015,35,0.0,73.0,1,17332
277,8.96712165623,0,1,1,4,3,0,3,8,27,2015,35,0.0,73.0,1,18188
277,8.96712165623,0,1,1,4,3,0,2,8,26,2015,35,0.0,73.0,1,19044
277,8.96712165623,0,1,1,4,3,0,1,8,25,2015,35,0.0,73.0,1,19900
277,8.96712165623,0,1,1,4,3,0,0,8,24,2015,35,0.0,73.0,1,20756
277,8.96712165623,0,1,0,4,3,0,6,8,23,2015,34,0.0,72.75,1,21612
277,8.96712165623,0,1,0,4,3,0,5,8,22,2015,34,0.0,72.75,1,22468
277,8.96712165623,1,1,1,4,3,0,4,8,21,2015,34,0.0,72.75,1,23324
277,8.96712165623,1,1,1,4,3,0,3,8,20,2015,34,0.0,72.75,1,24180
277,8.96712165623,1,1,1,4,3,0,2,8,19,2015,34,0.0,72.75,1,25036
277,8.96712165623,1,1,1,4,3,0,1,8,18,2015,34,0.0,72.75,1,25892
